id,full_nr,name,ks,material,commentary,event_type,location,start,end,before_Christ,country_and_unit,participants_role,participant,parish,text,class,technique,parameter,unit,value,museum_abbr,musealia_mark,musealia_seria_nr,musealia_queue_nr,musealia_additional_nr,collection_mark,collection_queue_nr,collection_additional_nr,element_count,legend,is_original,initial_info,damages,state,color,additional_text,type
2914471,ETMM _ 7545 T 424:1/7:8,Fotovõistluse fotoseeria Reportaaž proovisaalist,424.0,fotomaterjal>fotopaber,,teater,,24.03.1969,,ei,Eesti  Tartu,seosisik,"Valton, Arvo",,,,fotograafia>mustvalge fotograafia,laius,cm,"23,5",ETMM,_,7545.0,,,T,1.0,07:08,1.0,,1.0,,,rahuldav,,,foto
2324651,AM _ 27837 A 557:311,"Eseme, naastu ktk",557.0,pronks,,,,,,,,,,,,,,,,,AM,_,27837.0,,,A,311.0,,1.0,Saadud Mati Mandeli juhatatud kaevamistel 1983-1985.a. (I kaevand),,,,hea,,,arheoloogiline leid
2141362,ETMM _ 8288 M 9:2/178:2,Tervitus sünnimaale,9.0,paber,,soololaul,,,,,  ,,,,,,käsitsi kirjutamine,dokumendi maht,leht,1,ETMM,_,8288.0,,,M,2.0,178:02:00,1.0,Mart Saare isikukogu M9,1.0,,,rahuldav,,,"käsikiri, laul/ vokaalmuusika"
2076219,AM N 5633:90,Keila-Joa mõis. Kaarsild (kiigesild).,5633.0,fotomaterjal>emulsioon>hõbeželatiinemulsioon,,pildistamine,määramata Keila-Joa mõis,1920,,ei,Eesti  Keila-Joa,,,,,,fotograafia>mustvalge fotograafia,laius,cm,15,AM,,,,,N,90.0,,1.0,,1.0,,,hea,,,fotonegatiiv
2033985,AM _ 2374/R F 2179:1,Tuleriit Klooga koonduslaagris.,2179.0,fotomaterjal>fotopaber>hõbeželatiinpaber,,sõjandus ja kaitse,,,,,  ,,,,,,fotograafia>mustvalge fotograafia,lehe kõrgus,cm,18,AM,_,2374.0,,R,F,1.0,,1.0,,,,,hea,,"Tagaküljel pliiatsikirje: ""Klooga Mõrvatud tuleriidal.""",foto
2740204,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,2.0,,1.0,,1.0,,,hea,,,foto
2326743,AM _ 29552 A 580:2793,Naast,580.0,pronks,,arheoloogiline kaevamine,,1989,,ei,  ,,,,,,,,,,AM,_,29552.0,,,A,2793.0,,1.0,Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),,,,hea,,,arheoloogiline leid
2695390,,,,,,,,,,,,,,,,,,,,,AM,_,13869.0,25.0,,F,,,1.0,,1.0,,,hea,,,foto
2491423,,,,,,politseiteenistus,,1918,1933,ei,Eesti  ,seosisik,"Kokla, Johann",,,,fotograafia>mustvalge fotograafia,,,,AM,,,,,F,59.0,,1.0,,,Lääne-Saare prefekt Johann Kokla fotoalbumi F32998 fotod.,,hea,,Foto on kleebitud albumilehele.,foto
3480916,ETMM _ 7215 M 8:1/52:10,"Kava, Franz Erika, Kontsert Leningradi Konservatooriumis",8.0,paber,,kultuur,,apr.65,,ei,  ,seosisik,"Franz, Erika",,,,,,,,ETMM,_,7215.0,,,M,1.0,52:10:00,1.0,,1.0,,,rahuldav,,,kava
2740965,,,,,,kogumine/leidmine,,13.05.2002,,ei,  ,üleandja,"Vilde, Ivar",,,,,,,,AM,,,,,F,4.0,,1.0,,1.0,,,hea,,,foto
3707055,ETMM _ 11355 T 159:2/29:45,Foto Georg Ots Don Quijote osas muusikali lavastuses Mees La Manchast Estonia teatris,159.0,fotopaber,,teatrietendused,,1971,,ei,Eesti  ,seosorganisatsioon,Teater Estonia,,,,mustvalge fotograafia,kõrgus,cm,9,ETMM,_,11355.0,,,T,2.0,29:45:00,1.0,,1.0,,,hea,,,foto
2334638,AM _ 32540 A 770:1,Savinõukillud,770.0,savi,,,,,,,,,,,,,,,,,AM,_,32540.0,,,A,1.0,,1.0,Korjatud asulakohalt 1997.a.,,,,hea,,,arheoloogiline leid
2767406,AM N 11060,Johannes Lauristin malet mängimas,11060.0,film,,male,,1940,,ei,Eesti  ,,,,,,mustvalge fotograafia,negatiivi formaat,24 x 36 mm,1,AM,,,,,N,,,1.0,,1.0,,,hea,,,fotonegatiiv
2733478,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,hea,,,foto
2056579,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,108.0,,1.0,,,,,hea,,,foto
2188172,AM K- 368,Taskukalender 1979,368.0,paber,,kultuur,,1979,,ei,  ,,,,,,,kõrgus,cm,"10,5",AM,,,,,K-,,,1.0,,1.0,,,hea,,"Trükikoda ""Oktoober"" Tallinnas.",kalender
2329660,AM _ 32446 A 803:2,Savinõukillud,803.0,savi,,,,,,,,,,,,,,,,,AM,_,32446.0,,,A,2.0,,1.0,"Leitud koos luustikuga pronksoovishurfi tegemisel kabeli lõunaserva äärest, pikihoone kagunurgast, kabeli lõunaseina vundamendi kivide kõrvalt 1996.a.",,,,hea,,,arheoloogiline leid
3366456,AM F 33066:42,"Pärnu Kaubandusvalitsuse A/Ü klubi tööst, ""Kohtumised huvitavate inimestega"". Kogemuste vahetamine Tallinna Toidukaubastu tööeesrindlastega.",33066.0,hõbeželatiinpaber,,kaubandus,,1964,1967,ei,Eesti  Pärnu,,,,,,,kõrgus,cm,"7,4",AM,,,,,F,42.0,,1.0,"Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud albumid.
",1.0,,,hea,,,foto
2796491,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,2.0,,1.0,,1.0,,,hea,,,fotonegatiiv
4030553,,,,,,teatrietendused,,2019,,ei,  ,seosorganisatsioon,Rakvere Teater,,,,värvifotograafia,,,,ETMM,_,12918.0,323.0,,Df,,,1.0,Rakvere Teatri 2018-2019 lavastuste digifotod ,1.0,,,hea,,Nille - Anneli Rahkema,digitaalne kujutis
3143895,AM _ 13738:259/13 P 1715,Levy' pitser vapiga,1715.0,orgaaniline aine,lakk,valmistamine,,1701,1800,ei,  ,,,,,,,diameeter,cm,"2,3",AM,_,13738.0,259.0,13,P,,,1.0,Õpetatud Eesti Seltsi kogust,1.0,,Mõranenud,rahuldav,,,pitser/templijäljend
2325225,AM _ 26656 A 580:127,Eseme ktk,580.0,raud,,,,,,,,,,,,,,,,,AM,_,26656.0,,,A,127.0,,1.0,Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),,,,hea,,,arheoloogiline leid
3225849,ETMM _ 9445 T 429:2/8:36,"Olustikuline portreefoto, 
Andres Särev ja sõbrad",429.0,fotomaterjal,,grupiportree,,,,,  ,kujutatu,"Särev, Andres",,,,mustvalge fotograafia,kujutise laius,cm,"10,7",ETMM,_,9445.0,,,T,2.0,08:36,1.0,,1.0,,,hea,,,foto
4101182,ETMM _ 12150 M 20:1/85:9,"Foto, Kuno Areng- 1990 üldlaulupidu",20.0,fotomaterjal,,fotograafia,,1990,,ei,  ,osaleja,"Eespere, Renè",,,,,,,,ETMM,_,12150.0,,,M,1.0,85:09:00,1.0,,1.0,,,rahuldav,,,foto
235493,ETMM _ 7812 Gk 146,Õhtulehe teatrikuu karikatuurivõistluse töö: Algas teatrikuu. Õllesaal,146.0,paber,,karikatuurid,,1969,,ei,Eesti  ,autor,"Kark, Feliks",,,,tušš,kõrgus,cm,"10,2",ETMM,_,7812.0,,,Gk,,,1.0,,1.0,,,hea,mustvalge,Õllesaali ukse juures naine tirimas meest uksest välja. Uksel vaatamas 2 mehe nägu. ,karikatuur
2682791,,,,,,laulupeod,,30.06.1923,02.07.1923,ei,Eesti  Tallinn,,,,,,,,,,ETMM,_,9110.0,,,Mo,1.0,05:11,1.0,,1.0,,,hea,,,foto
2346855,AM F 32979:49,Portree: Eesti NSV teeneline ratsionaliseerija Harald Kochberg,32979.0,fotomaterjal>fotopaber>hõbeželatiinpaber,,pildistamine,,1967,,ei,Eesti  ,,,,Portree: Eesti NSV teeneline ratsionaliseerija,nimetus lähtedokumendil,fotograafia>mustvalge fotograafia,,,,AM,,,,,F,49.0,,1.0,"Saadud Ajaloomuuseumi fotokoguhoidja Viivi Glassi tööpärandist. Täpsem päritolu teadmata, kui pole museaali legendis teisiti märgitud.  ",1.0,,,hea,,"Harald Kochberg
Johannese p.
Tallinna Soojuse- ja Elektrijaama vaneminsener
1967",foto
2324477,AM _ 27837 A 557:580,Savinõukillud,557.0,savi,,,,,,,,,,,,,,,,,AM,_,27837.0,,,A,580.0,,1.0,Saadud Mati Mandeli juhatatud kaevamistel 1983-1985.a. (I kaevand),,,,hea,,,arheoloogiline leid
2781600,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,,,1.0,,0.0,,,hea,,,fotonegatiiv
3205908,ETMM _ 8201 M 13:1/201:6,Kiri Leida ja Ilmar Raamotilt,13.0,paber,,kirjavahetus,küla Raja,06.04.1933,,ei,Eesti  ,adressaat,"Tamm, Aino",,,,,,,,ETMM,_,8201.0,,,M,1.0,201:06:00,1.0,,1.0,,,hea,,,kiri
3699778,ETMM _ 7223 T 402:1540/Ar,Sturmgeselle Sokrates,402.0,paber,,trükkimine/ avaldamine,linn Berlin,1903,,ei,Saksamaa  ,kirjastaja,J.G. Gotta'sche Buchhandlung Nachfolger,,,,trükkimine,raamatu maht,lk,170,ETMM,_,7223.0,,,T,1540.0,Ar,1.0,,1.0,,,rahuldav,,Otto Aloe autogramm,raamat
2316065,AM _ 13749 A 254:2,Suurauad,254.0,raud,"suurte rõngastega, kolmeliikmelised; rõngaste ristlõige on ristkülikukujuline (4 x 7mm) ja Ø 4,5-4,8cm; 2 suuraualiiget on ühendatud S-kujulise vahelüliga; nii vahelüli kui ka suurauad on läbilõikelt ruudukujulised,",,,,,,,,,,,,,pikkus,cm,22,AM,_,13749.0,,,A,2.0,,1.0,"Leitud 1913.a. väikesest kalmest ""Sarapik"", koos luukerega",,,,hea,,,arheoloogiline leid
4290962,ETMM _ 10422 Fk 83710/r,"Cyrano de Bergerac, Vanalinna Stuudio, 1986osades: Christian - Tõnu Kilgas, Cyrano - Roman Baskin",83710.0,fotomaterjal,,teater,,1986,,ei,  ,seosorganisatsioon,Vanalinna Stuudio,,,,,filmikaader,60 x 60 mm,1,ETMM,_,10422.0,,,Fk,,r,1.0,,1.0,TB200222,,hea,,,fotonegatiiv
3981819,ETMM _ 11732 M 94:1/28:4,"Kava, Kaljuste, Heino - Lastekoor Ellerhein 20 aastapäevakontsert",94.0,paber,,esinemised,,15.05.1971,,ei,  ,dirigent,"Kaljuste, Heino",,,,,,,,ETMM,_,11732.0,,,M,1.0,28:04:00,1.0,,1.0,,,rahuldav,,,kava
3673556,ETMM _ 11355 T 159:2/2:36,"Georg Otsa foto, portree",159.0,fotopaber,,teater,,,,,Eesti  ,laulja,"Ots, Georg",,,,mustvalge fotograafia,kõrgus,cm,24,ETMM,_,11355.0,,,T,2.0,02:36,1.0,,1.0,,,hea,,,foto
2531781,,,,,,,,,,,,,,,,,,,,,ETMM,_,8792.0,,,Mo,1.0,30:03:00,1.0,,1.0,,,hea,,,kava
2775891,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,2.0,,1.0,,1.0,,,hea,,,fotonegatiiv
4282903,ETMM _ 11337 T 10:1/296:3,Teater Estonia 25.a. juubeliks Läti Rahvusteatri poolt kingitud auaadress 1931,10.0,paber,,teatritegevus,linn Riia,1931,,ei,Läti  ,seosorganisatsioon,Läti Rahvusteater,,,,käsitsi kirjutamine,dokumendi maht,leht,4,ETMM,_,11337.0,,,T,1.0,296:03:00,1.0,,1.0,,"tahma kahjustus, vee kahjustus",rahuldav,,,aukiri/auaadress
2357581,,,,,,,,,,,,,,,,,,,,,ETMM,_,8563.0,,,T,1.0,176:08:00,1.0,,1.0,,,hea,,,kiri
2526730,AM _ 34223:3 M,denaar,,biljoon,,valmistamine,,1492,1506,,Leedu  ,emiteerija,Aleksandras,,,,,läbimõõt,mm,"13,5",AM,_,34223.0,3.0,,M,,,1.0,,,leitud o/ü Agu ruumide koristamisel,,määramata,,,münt
2073001,AM N 5643:169,Park,5643.0,fotomaterjal>emulsioon>hõbeželatiinemulsioon,,pildistamine,,1900,1910,,Eesti  Haapsalu,,,,,,fotograafia>mustvalge fotograafia,kõrgus,cm,9,AM,,,,,N,169.0,,1.0,,1.0,,,hea,,,fotonegatiiv
3302759,ETMM _ 9982 T 187:745/Ar,Arria und Messalina,187.0,paber,,trükkimine/ avaldamine,linn Wien,1877,,ei,Austria  ,kirjastaja,Verlag von L. Rosner,,,,trükkimine,raamatu maht,lk,126,ETMM,_,9982.0,,,T,745.0,Ar,1.0,,1.0,,,rahuldav,,ENSV Riiklik Avalik Raamatukogu,raamat
3867239,,,,,,kirjutamine,,03.09.1975,,ei,Ameerika Ühendriigid  ,adressaat,"Römmer, Lensi",,,,,dokumendi maht,leht,2,ETMM,_,12908.0,25.0,,T,1.0,03:23,1.0,"Arhiivmaterjalid saadud Erik Linnoltilt, SEJS'ilt, Lensi Römmerilt ja igamine",1.0,"T739:1/3:23
","augud, augud",hea,,,kiri
2311586,ETMM _ 12600:238 M 512:1/17:1,Ajalehelõiked: Vello Orumets: aastatest 1960-1969,512.0,paber,,"muusika, teater, tants",,1960,1969,ei,NSVL  ,,,,,,,raamatu maht,lk,28,ETMM,_,12600.0,238.0,,M,1.0,17:01,1.0,Vello Orumetsa kogu üle antud Leo Kikase poolt 13.09.2012.,1.0,,,hea,,,ajaleht
3833614,ETMM _ 8846 T 445:1/12:12,"Foto lavastusest Neli selli. Ugala 1942 
",445.0,fotopaber,,teater,,1942,1943,ei,  ,näitleja,"Talpsepp, Asta",,,,mustvalge fotograafia,,,,ETMM,_,8846.0,,,T,1.0,12:12,1.0,,1.0,,,hea,,"Fotol: Asta Talpsepp, Valli Villem, Laine Vaga, Hilda Möldroo.
Lavastus Salme Tamm, kunstnik Aleksander Möldroo.",foto
4228879,,,,,,,,,,,,,,,,,,,,,ETMM,_,6685.0,,,Af,,M,1.0,,1.0,,,rahuldav,,,plakat
2733593,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,8.0,,1.0,,1.0,,,hea,,,foto
2080618,AM N 18044:7,"Lauluväljak, dirigendid tervitavad koore",18044.0,fotomaterjal>emulsioon>hõbeželatiinemulsioon,,"muusika, teater, tants",,,,,  ,,,,,,fotograafia>mustvalge fotograafia,laius,cm,6,AM,,,,,N,7.0,,1.0,,1.0,,,hea,,ENSV 25. Aastapäeva pidustused,fotonegatiiv
2512325,AM _ 25159:1461 M,denaar,,hõbe,,valmistamine,,,,,  ,,,,,,,kaal,g,0.87,AM,_,25159.0,1461.0,,M,,,1.0,,,mündiaare,,määramata,,Kreuz mit je einem Ringel in den Winkeln,münt
2405800,AM N 42543,Fotonegatiiv,42543.0,hõbeželatiinemulsioon,,pildistamine,,1990,,ei,Eesti  ,autor,"Vilde, Ivar",,,,mustvalge fotograafia,negatiivi formaat,24 x 36 mm,1,AM,,,,,N,,,1.0,,1.0,,,hea,,,fotonegatiiv
2065405,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,110.0,,1.0,,,,,hea,,,foto
2776982,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,3.0,,1.0,,1.0,,,hea,,,fotonegatiiv
4086218,ETMM _ Fk 42512/r,"Rigoletto, Teater Vanemuine, 1939, osades: Gilda - Helmi Aren, Mantua hertsog - Rudolf Jõks",42512.0,fotomaterjal,,teater,,1939,,ei,  ,seosorganisatsioon,Teater Vanemuine,,,,,filmikaader,60 x 60 mm,1,ETMM,_,,,,Fk,,r,1.0,,1.0,TB130321,,rahuldav,,,fotonegatiiv
2043787,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,167.0,,1.0,,,,,hea,,,foto
3978396,ETMM _ 8435 M 53:1/98:10,Telegramm õnnitlustega N.Goldschmidt´ile grupilt seltsimeestelt,53.0,paber,,kirjavahetus,,1960,,ei,  ,adressaat,"Goldschmidt, Nikolai",,,,,,,,ETMM,_,8435.0,,,M,1.0,98:10:00,1.0,,1.0,,kortsunud,rahuldav,,,telegramm
3364344,ETMM _ 11457 M 159:1/636:9,"Kava, Karl Leichter,Rootsi oratooriumikoor ja orkester",159.0,paber,,kultuur,,1938,,ei,  ,seosisik,"Leichter, Karl",,,,,,,,ETMM,_,11457.0,,,M,1.0,636:09:00,1.0,,1.0,,,rahuldav,,,kava
2036538,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,,,,hea,,"Album F 13126-13195. Prima des Gouv.Gymn.z.Reval 1888"" . 69 portreefotot. 30x24x6, 19 sisulehte. Kalingurkate kaantel, metallist ehisplaat, sulgur. Papist kullatud servadega siselehed, pildiavadega.",foto
3014891,,,,,,sanatooriumid,,,,,  ,kujutatu,"Lemba, Artur",,,,fotograafia>mustvalge fotograafia,,,,ETMM,_,10347.0,,,M,1.0,64:11:00,1.0,,1.0,,,hea,,,foto
3346471,AM _ 6742 G 4098,maal: Pink pargis,4098.0,lõuend (riidesort),,maastikud,,,,,  ,autor,"Kügelgen, Konstantin (?)",,,,õli,kõrgus,cm,46,AM,_,6742.0,,,G,,,1.0,,1.0,,"määrdunud, lõuend lainjas, kärbseplekke, ülal värvi varisemisi",rahuldav,,,maal
3305182,ETMM _ 9982 T 187:790/Ar,Wohlthätige Frauen,187.0,paber,,trükkimine/ avaldamine,linn Berliin,,,,Saksamaa  ,kirjastaja,Theater-Buchhändler,,,,trükkimine,raamatu maht,lk,179,ETMM,_,9982.0,,,T,790.0,Ar,1.0,,1.0,,,rahuldav,,Riiklik Draamateater Tallinn,raamat
3687643,ETMM _ 10388 T 22:2/15:22,Kostüümikavand Kosjaeit osatäitjale Vanemuise teatri lavastusest Peer Gynt,22.0,paber,,teatrietendused,linn Tartu,1959,,ei,Eesti  ,seosorganisatsioon,Teater Vanemuine,,,,pliiats,kõrgus,cm,"25,5",ETMM,_,10388.0,,,T,2.0,15:22,1.0,,1.0,,plekid,rahuldav,,,kavand/joonis/eskiis
1000537,AM _ N 45056:11,Laulja Maie Tõnso,45056.0,fotomaterjal>emulsioon>hõbeželatiinemulsioon,,valmistamine,,,,,  ,autor,"Oksbusch, Uno",,,,fotograafia>mustvalge fotograafia,negatiivi formaat,24 x 36 mm,1,AM,_,,,,N,11.0,,1.0,"Negatiivide kogu. Fotograaf teadmata. Päritolu - leitud Pirgu mõisa lähedal maja pööningult 1970.aastatel. Materjal: 35-mm atsetaatfilm, lõigatud 2 kuni 7 kaadriga ribadeks. 20 temaatilise pealkirjaga ümbrikus. Kirjeldus: Tallinna ja Keila -Joa vaated, tööstusvaated, ehitised, sündmused Tallinnas, elu-olu.

Eesti Ajaloomuuseum annab üleandjale tasuta kasutusõiguse muuseumi kogudes olevatest Eesti II Maailmasõja eelsete kinohoonete ja interjööride vaadetest tehtud fotodele.",1.0,,,hea,,Üleandja: Uno Kalle,fotonegatiiv
1613505,,,,,,puhkamine/ vaba aeg,,1970,,ei,  ,kujutatu,"Neem, Kersti",,"Foto: Kersti Neem, Ants Andres, Ao Peep, Helend Peep ja Milvi Koidu (1970)",nimetus lähtedokumendil,mustvalge fotograafia,,,,ETMM,_,12467.0,32.0,,T,2.0,04:03,1.0,"Ao Peebu ja Kersti Neeme materjalid, üle antud tütre Mari-Leen Peebu poolt.",,,,hea,,,foto
225587,ETMM _ 11944:24 Aj 97:88/T185,Nukk: Siebel Eesti Riikliku Nukuteatri lavastusest Faustike ,97.0,puuvillane,osa   kaela juures sakiline krae,nukuteater,linn Tallinn,19.03.1995,,ei,Eesti  ,seosorganisatsioon,SA NUKU,,,,toonimine,kõrgus,cm,129,ETMM,_,11944.0,24.0,,Aj,88.0,T185,1.0,,1.0,"Johann Wolfgang Goethe; saksa k. tõlkinud August Sang; lavastaja:Eero Spriit; kunstnik: Rein Lauks; muusika: Tõnu Raadik;nukud ja dekoratsioonid valmistanud: E.Startcenko, Malle Paumann, Külli Koobas, Ave Maser, Leenamari Pirn, Helgi Viljasaar, Margot Erhlich, Arvo Padar, Urmas Soosalu, Villi Lamvoll, Raul Tähelepp, Riho Tammert; osades:Faust- Margus Tabor; Mefistoteles- Tõnu Tamm; Margareta,  Lieschen, Noor naine, Meduusa pea - Aita Vaher, Tiina Tõnis; Issand,  Altmayer,Vana talupoeg, Must puudel, I lemuur  -Toomas Kreen; Maavaim,Siebel, Papp, II lemuur  - Riho Rajand; Wagner,  Brander, Valentin, Sokk - Mart Kampus; Frosch, Marta, Nõid, Baubo, Mure - Helle Laas;Mater Dolorosa, Emis, Ema - Mare Mander; esietendus 19.märts 1995
    Siebel -    pea papjemashee kaetud heleda trikotaaziga, toonitatud roosa, lilla ja pruuniga;silmalaud ja suu liiguvad, lõuaotsas pruunist kunstkiust väike habe, 2 väikest etteulatuvat kõrva, peas punane müts, pruunist kunstkiust juuksed; keha- poroloon!!!, suur ümmargune keha; punasest puuvillasest riidest pikk särk, sellel rohelisest puuvillasest riidest vöö. Kaela juures puuvillasest kollane sakiline krae; käed - traadist sõrmed, kaetud trikotaaziga;  punase särgi all roheline puuvillast rüü; punane särk tagant roheline, varrukad - punaste riideribade alt paistab sinine puuvillane riie","särgil koi kajustus, vasaku käe juhttraat puudu, vasakul silmal laug katki, veekajustus",rahuldav,violett,"Johann Wolfgang Goethe; saksa k. tõlkinud August Sang; lavastaja:Eero Spriit; kunstnik: Rein Lauks; muusika: Tõnu Raadik;nukud ja dekoratsioonid valmistanud: E.Startcenko, Malle Paumann, Külli Koobas, Ave Maser, Leenamari Pirn, Helgi Viljasaar, Margot Erhlich, Arvo Padar, Urmas Soosalu, Villi Lamvoll, Raul Tähelepp, Riho Tammert; osades:Faust- Margus Tabor; Mefistoteles- Tõnu Tamm; Margareta,  Lieschen, Noor naine, Meduusa pea - Aita Vaher, Tiina Tõnis; Issand,  Altmayer,Vana talupoeg, Must puudel, I lemuur  -Toomas Kreen; Maavaim,Siebel, Papp, II lemuur  - Riho Rajand; Wagner,  Brander, Valentin, Sokk - Mart Kampus; Frosch, Marta, Nõid, Baubo, Mure - Helle Laas;Mater Dolorosa, Emis, Ema - Mare Mander; esietendus 19.märts 1995",nukk
3620533,,,,,,,,,,,,,,,,,,,,,ETMM,_,5781.0,,,M,1.0,234:91,1.0,,1.0,,,hea,,,telegramm
2746638,AM N 3358,8. Eesti Laskurkorpus. Kolm sõjaväelast elamu sissekäigu ees. Vanemleitnant Markelov,3358.0,hõbeželatiinemulsioon,,portreteerimine,,,,,  ,,,,,,mustvalge fotograafia,negatiivi formaat,24 x 36 mm,1,AM,,,,,N,,,1.0,,1.0,,,hea,,,fotonegatiiv
2694536,,,,,,,,,,,,,,,,,,,,,AM,_,13741.0,,,F,,,1.0,,1.0,,,hea,,,foto
2764707,AM N 7032:36,Arheoloogilised kaevamised. Loomõisa kivikirstkalmete leiukoht (Toomani talu) küngas nr 9,7032.0,fotomaterjal>emulsioon>hõbeželatiinemulsioon,,arheoloogilised kalmed,,,,,  ,,,,,,fotograafia>mustvalge fotograafia,kõrgus,cm,9,AM,,,,,N,36.0,,1.0,,1.0,,,hea,,,fotonegatiiv
2981950,ETMM _ 12715:412 Mo 253:1/15:11,"Foto G. Otsa nimelise Tallinna Muusikakooli üldainete osakond, Kai Uustani



",253.0,fotopaber,,koolitunnid,,1980,,ei,Eesti  Tallinn,seosorganisatsioon,Georg Otsa nimeline Tallinna Muusikakool,,,,mustvalge fotograafia,,,,ETMM,_,12715.0,412.0,,Mo,1.0,15:11,1.0,"Mo 253 kogu täiendamine fotodega, mis seni G. Otsa kooli arhiivkogus esindamata. Suurem vastuvõtt on seotud G. Otsa kooli 95. juubelipidustustega.",1.0,säilik 13,,hea,,,foto
3549220,ETMM _ 5429 T 10:4/10:11,Foto  Estonia teatri lavastusest Kolm musketäri ,10.0,fotopaber,,teatrietendused,,1931,,ei,Eesti  ,seosorganisatsioon,Teater Estonia,,,,mustvalge fotograafia,kõrgus,cm,"24,5",ETMM,_,5429.0,,,T,4.0,10:11,1.0,,1.0,,paberkahjustus,hea,,suureformaadiline foto,foto
2006283,ETMM _ 11086 M 104:104/Ar,"Reicht euch die Hände, Liederbuch des Friedens",104.0,paber,,trükkimine/ avaldamine,linn Berlin,1951,,ei,Saksamaa  ,,,,,,trükkimine,trükise maht,lk,62,ETMM,_,11086.0,,,M,104.0,Ar,1.0,Alfred Karindi noodi- ja raamatukogu. Üle antud Laine Karindi poolt.,1.0,,,hea,,tempel,noodid
3525684,,,,,,operetid,,1926,,ei,  ,seosorganisatsioon,Teater Vanemuine,,,,,dokumendi maht,leht,20,ETMM,_,5630.0,,,T,1.0,01:09,1.0,,1.0,,,hea,,,väiketrükis
2708866,,,,,,muuseumi kogumistegevus,vabariik Eesti NSV,13.05.1961,27.06.1961,ei,NSVL  ,,,,,,,,,,AM,_,16647.0,3.0,,F,37.0,,1.0,,1.0,,,hea,,,foto
2725709,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,2.0,,1.0,,1.0,,,hea,,,foto
2056693,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,6.0,,1.0,,,,,hea,,,foto
2334034,AM _ 32995 A 807:207,Kvartsikild jne.,807.0,kivi,,,,,,,,,,,,,,,,,AM,_,32995.0,,,A,207.0,,1.0,Kaevanud A.Kriiska 1997.a. I kalme äärevarest,,,,hea,,,arheoloogiline leid
3536308,ETMM _ 10245 T 293:1/16:10,"Marje Parikas Elmana, loomingulised portreefotod Estonia lavastustes, Õnnelik Sakarias, Estonia, 1932",293.0,paber,,teater,,1930,1936,ei,  ,,,,,,fotograafia,,,,ETMM,_,10245.0,,,T,1.0,16:10,1.0,,1.0,,,hea,,,foto
3413929,AM F 33175:3,"Tallinna mööblimaja. I korruse müügisaal, kassad.",33175.0,kromogeenpaber,,pildistamine,hoone - rajatis Mööblimaja,1980,,ei,Eesti  ,,,,,,,laius,cm,"17,5",AM,,,,,F,3.0,,1.0,"Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud albumid.
",1.0,,,hea,,,foto
3307028,AM _ 22861 G 7960,Roodu kom. onn Neveli lähistel,7960.0,paber,,sõjategevus,,1944,,ei,  ,autor,"Koemets, A.",,,,pliiats,kõrgus,cm,"18,4",AM,_,22861.0,,,G,,,1.0,,1.0,,"koltunud, sakilise servaga",rahuldav,,,joonistus
2318212,AM _ 27837 A 557:417,Eseme ktk,557.0,pronks,,,,,,,,,,,,,,,,,AM,_,27837.0,,,A,417.0,,1.0,Saadud Mati Mandeli juhatatud kaevamistel 1983-1985.a. (I kaevand),,,,hea,,,arheoloogiline leid
3534999,ETMM _ 11275 T 293:1/1:10,"Marje Parikas, materjalid Parikase surma kohta, leinalaululeht, 1978",293.0,paber,,teater,,,,,  ,seosisik,"Parikas, Marje",,,,,,,,ETMM,_,11275.0,,,T,1.0,01:10,1.0,,1.0,,,hea,,,dokument
3246306,ETMM _ 5429 T 10:3/390:2,Foto Teater Estonia operetilavastusest Igavene legend,10.0,fotopaber,,operetid,linn Tallinn,1935,,ei,Eesti  ,laulja,"Laid, Milvi",,,,mustvalge fotograafia,kõrgus,cm,"23,2",ETMM,_,5429.0,,,T,3.0,390:02:00,1.0,,1.0,,kriimustused,hea,,,foto
1997683,ETMM _ 4868 Fk 4389/kl,"Klaasnegatiiv, Madalik (Eugen d´Alberti ooper 2 vaatuses), Marta - Valentine Kask, Pedro - Alfred Sällik, Teater Estonia 1923",4389.0,fotoemulsioon,,valmistamine,,1923,,ei,  ,,,,,,mustvalge fotograafia,kujutise kõrgus,cm,10,ETMM,_,4868.0,,,Fk,,kl,1.0,,1.0,,,hea,,,fotonegatiiv
